154777,67724
91208,34187
40838,11407
55518,11595
17122,4224
12684,3446
10782,3053
7991,1850
6216,1739
4799,1231
4119,1288
3449,1048
2750,786
2519,780
2186,637
1948,646
1831,557
1732,598
1471,482
1447,450
1230,420
1155,355
1044,345
997,308
956,325
983,310
1024,263
952,242
841,241
750,207
596,212
602,177
514,184
367,147
394,150
338,137
311,110
281,121
251,124
210,124
251,108
168,109
199,104
162,92
166,93
131,86
137,99
132,96
102,86
94,87
110,56
115,82
148,107
112,116
140,101
96,64
85,67
127,77
76,64
112,68
911,182
313,72
87,56
105,73
74,54
67,52
56,46
63,39
51,33
48,32
50,31
55,35
45,30
56,27
55,50
54,36
40,40
44,35
37,28
35,26
24,27
67,28
80,40
45,28
29,31
39,36
28,27
26,21
32,24
18,16
21,17
18,19
12,28
19,13
33,26
28,17
7,21
16,13
19,18
10,12
15,15
22,13
11,15
11,18
10,14
12,15
7,10
8,7
13,8
16,10
13,10
8,12
8,13
8,12
18,6
11,7
13,12
17,4
15,9
26,12
23,5
23,16
29,11
17,6
14,7
14,8
14,9
4,7
11,7
15,9
14,4
11,2
7,3
4,5
10,3
11,4
7,1
6,4
11,5
8,7
7,3
12,6
4,6
10,4
7,3
7,5
8,3
6,3
13,6
12,3
6,2
10,2
6,4
2,1
2,5
4,1
8,3
2,3
7,1
6,2
2,3
5,2
5,4
0,2
2,4
3,4
8,1
3,1
4,3
3,1
6,2
3,1
1,4
2,0
0,3
1,2
2,1
2,3
6,2
2,3
0,5
0,1
3,2
1,1
3,1
3,6
3,3
0,0
6,4
0,1
1,3
2,3
1,0
2,2
1,2
2,1
1,1
1,2
4,1
4,1
2,0
3,0
2,2
5,2
3,3
4,3
6,1
2,1
2,1
1,2
1,2
3,1
1,1
3,3
1,3
1,4
2,5
0,1
1,2
2,3
0,3
3,2
1,1
2,1
0,3
5,1
0,5
0,2
2,1
2,1
0,1
0,4
2,1
1,1
1,0
0,0
1,3
0,2
1,0
1,1
0,1
0,0
1,1
1,1
0,0
1,0
0,0
3,1
0,1
0,0
0,3
0,1
1,1
0,0
0,1
0,0
0,3
0,2
0,1
0,0
0,1
1,0
0,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,1
0,1
1,1
0,0
0,0
0,1
1,1
0,1
2,0
1,0
0,1
0,0
2,1
0,0
0,0
0,0
0,0
0,2
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,2
0,1
1,1
0,0
0,1
0,0
0,0
0,0
2,1
0,0
0,1
0,2
0,0
0,0
0,0
0,1
0,1
0,0
1,0
0,0
0,2
0,0
1,0
0,0
0,1
0,0
0,0
0,2
0,0
0,3
0,1
0,1
0,2
0,0
1,0
0,0
0,1
0,0
0,0
0,0
0,1
1,1
0,2
0,1
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,2
0,1
1,2
0,0
0,1
0,0
0,0
0,1
0,1
0,1
0,0
0,0
0,0
1,1
0,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,1
0,2
0,0
0,1
0,1
0,0
0,0
0,1
0,2
0,0
0,2
0,2
0,0
1,1
0,0
0,0
0,0
0,1
0,1
0,1
0,0
0,0
0,0
0,0
0,2
0,1
0,0
0,0
0,1
0,1
0,0
0,0
0,0
0,0
0,1
0,2
0,1
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,1
0,0
0,0
1,0
0,0
0,2
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,1
0,0
0,0
0,0
0,1
0,0
0,0
1,0
0,0
0,1
2,0
0,1
0,0
0,0
0,0
0,2
0,0
0,1
0,1
0,0
0,0
0,1
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,1
0,0
0,1
0,0
0,0
0,1
0,1
1,0
0,0
0,0
0,0
0,1
0,1
0,0
0,1
2,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,1
0,1
0,0
0,0
0,1
12,42
